Sort_Order,Project,Sample_Owner,Panel,Specimen_Type,Specimen_Media,Ext_Lab,Ext_Operator,Ext_Method,Ext_Date,gDNA_Plate_ID,gDNA_Well_ID,Assay_Lab,Assay_Operator,Assay_Start_Date,Assay_Batch_Code,Assay_Plate_Code,Assay_Well_ID,Owner_Sample_ID,barcode,total_reads,B2M,HPV03,HPV06,HPV11,HPV13,HPV16,HPV18,HPV26,HPV28,HPV30,HPV31,HPV32,HPV33,HPV35,HPV39,HPV40,HPV42,HPV43,HPV44,HPV45,HPV51,HPV52,HPV53,HPV54,HPV55,HPV56,HPV58,HPV59,HPV61,HPV62,HPV64,HPV66,HPV67,HPV68a,HPV68b,HPV69,HPV70,HPV71,HPV72a,HPV73,HPV74,HPV76,HPV81,HPV82,HPV82v,HPV83,HPV84,HPV85,HPV86,HPV87,HPV89,HPV90,HPV91,HPV97,HPV114
103,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,G1,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,G1,Project1_sample-0063,A71P25,5710,5707,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,G2,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,G2,Project1_sample-0331,A71P26,7137,7130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
119,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,G3,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,G3,Project1_sample-0382,A71P27,89332,2023,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,54410,0,0,0,0,32894,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,G4,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,G4,Project1_sample-0407,A71P28,6718,6708,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
135,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,G5,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,G5,PB100312_G5_PCR-NTC,A71P29,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
143,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,G6,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,G6,Project1_sample-0223,A71P30,93628,2382,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,91240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
151,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,G7,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,G7,Project1_sample-0034,A71P31,5098,5090,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,G8,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,G8,Project1_sample-0012,A71P32,86623,1569,0,0,0,0,4,0,0,0,0,76742,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8303,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
167,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,G9,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,G9,Project1_sample-0003,A71P33,77298,2140,0,0,0,0,55553,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,19595,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
175,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,G10,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,G10,Project1_sample-0050,A71P34,5685,5677,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,G11,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,G11,Project1_sample-0514,A71P35,74368,1132,0,0,0,0,56881,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16350,0,0
191,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,G12,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,G12,Project1_sample-0109,A71P36,70307,1552,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,19296,0,0,0,0,0,0,0,0,1,40459,0,0,0,1,0,0,0,0,0,0,0,0,0,8990,0,0,0,0,0,1,0,0
8,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,H1,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,H1,Project1_sample-0361,A72P01,85125,1575,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,41724,0,0,0,1,0,0,0,0,0,0,2,0,26205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15614,0,0,0,0
16,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,H2,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,H2,Project1_sample-0364,A72P02,3016,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,H3,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,H3,Project1_sample-0113,A72P03,68396,1881,0,0,0,0,1,0,0,0,0,0,0,0,0,66506,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,H4,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,H4,Project1_sample-0036,A72P04,82243,1341,0,0,0,0,60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20335
40,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,H5,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,H5,Project1_sample-0153,A72P05,4779,4772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,H6,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,H6,Project1_sample-0392,A72P06,4062,4054,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,H7,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,H7,Project1_sample-0369,A72P07,66436,1835,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,H8,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,H8,Project1_sample-0387,A72P08,3841,3836,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,H9,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,H9,Project1_sample-0555,A72P09,2954,2947,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,H10,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,H10,Project1_sample-0469,A72P10,58707,1279,0,0,32530,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16131,0,0,0,0,0,0,0,0,0,1
88,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,H11,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,H11,Project1_sample-0024,A72P11,60196,610,0,0,0,0,0,0,0,0,0,0,0,0,0,13682,0,2,0,0,0,11420,1,0,2,0,1,0,0,0,4531,0,0,14660,0,0,0,0,0,0,0,8823,0,0,0,0,0,0,0,0,0,3,0,0,0,6461
96,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,H12,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,H12,PB100302_H12_PCR-NTC,A72P12,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,H1,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,H1,Project1_sample-0069,A72P25,1435,1431,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,H2,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,H2,Project1_sample-0081,A72P26,58170,1498,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27440,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14904,4,1,0,0,1,0,0,14318,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,H3,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,H3,Project1_sample-0083,A72P27,5023,5018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
128,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,H4,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,H4,Project1_sample-0243,A72P28,3606,3593,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,H5,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,H5,Project1_sample-0213,A72P29,97738,1933,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,95798,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
144,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,H6,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,H6,Project1_sample-0155,A72P30,5135,5131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
152,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,H7,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,H7,Project1_sample-0501,A72P31,1907,1901,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,H8,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,H8,Project1_sample-0018,A72P32,2252,2238,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0
168,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,H9,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,H9,Project1_sample-0445,A72P33,3087,3080,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
176,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,H10,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,H10,Project1_sample-0528,A72P34,92495,2259,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90227,0,0,0,1,0,1,0,0,0,0,0
184,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,H11,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,H11,Project1_sample-0061,A72P35,57517,1256,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,56253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,H12,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,H12,Project1_sample-0091,A72P36,66667,1173,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,14066,0,0,0,1,26527,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7482,0,17412,0,0
193,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,A1,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,A1,Project1_sample-0519,A73P01,67094,4444,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,36191,0,2,0,2,0,1,0,0,26448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,A2,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,A2,Project1_sample-0504,A73P02,84686,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27326,1,0,0,0,2576,0,4,2,0,0,44219,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8957,0,0,0
209,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,A3,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,A3,Project1_sample-0022,A73P03,6416,6310,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,A4,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,A4,Project1_sample-0433,A73P04,6166,6160,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
225,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,A5,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,A5,Project1_sample-0352,A73P05,67230,2617,0,0,0,0,0,2,0,0,0,0,0,0,3,21382,0,0,0,0,0,1,24303,0,0,0,1,0,3180,2,11310,4426,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
233,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,A6,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,A6,Project1_sample-0438,A73P06,91319,4140,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87171,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,A7,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,A7,Project1_sample-0094,A73P07,7544,7535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
249,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,A8,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,A8,Project1_sample-0110,A73P08,57063,3359,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38016,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15677,0,0,0,0,0,0,0,0
257,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,A9,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,A9,Project1_sample-0363,A73P09,5327,5320,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
265,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,A10,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,A10,Project1_sample-0383,A73P10,93316,4350,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88958,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
273,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,A11,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,A11,Project1_sample-0090,A73P11,7318,7311,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,A12,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,A12,Project1_sample-0426,A73P12,92967,4381,0,0,0,0,88581,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
289,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,A1,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,A1,Project1_sample-0038,A73P25,80509,6321,0,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42303,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,31859,0,0,0,0
297,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,A2,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,A2,Project1_sample-0413,A73P26,72784,2240,0,0,0,0,0,0,0,0,0,0,0,0,21832,0,0,18949,0,0,0,0,0,3,0,0,0,16154,7,0,1,0,1,0,0,13596,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,A3,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,A3,Project1_sample-0140,A73P27,4072,4058,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,A4,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,A4,Project1_sample-0459,A73P28,97750,2883,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,2,5,8,0,0,0,0,1,0,0,0,1,0,35324,59518,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,A5,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,A5,Project1_sample-0235,A73P29,65257,3476,0,0,0,0,0,0,0,0,20330,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,41441,0,0,0,0,0,0,0,0,0,2
329,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,A6,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,A6,Project1_sample-0265,A73P30,6862,6851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,A7,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,A7,PB100314_A7_PCR-NTC,A73P31,46,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
345,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,A8,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,A8,Project1_sample-0337,A73P32,80338,2487,0,0,0,0,43767,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,34073,0,0,0,1,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
353,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,A9,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,A9,Project1_sample-0290,A73P33,85255,2945,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,46529,0,35768,0,0,0,2,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,A10,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,A10,Project1_sample-0436,A73P34,112977,2409,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,110559,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
